Vakances_Nr,Aktualizacijas_datums,Iestades_registracijas_numurs,Vakances_nosaukums,Vakances_kategorija,Alga_no,Alga_lidz,Slodzes_tips,Darba_laika_veids,Darba_stundas_nedela,Pieteiksanas_termins,Attels,Vieta,Vakances_paplasinats_apraksts
250728-204,2025-07-28,90000043403,VADĪTĀJA VIETNIEKS /DIREKTORA VIETNIEKS /IZPILDDIREKTORS (IZGLĪTĪBAS JOMĀ),Izglītība / Zinātne,1666.480,1666.480,"","","",2025-08-10,"","Rīgas iela 42, Valmiera, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421834884
250729-160,2025-07-29,90000043403,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1410.000,1410.000,"","","",2025-08-12,"","Parka iela 1, Rencēni, Rencēnu pag., Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421939602
250730-14,2025-07-30,90000043403,Bibliotēkas struktūrvienības VADĪTĀJS,Valsts pārvalde,1195.000,1258.000,"","","",2025-08-20,"","Cēsu iela 4, Valmiera, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421975908
250730-137,2025-07-30,90000043403,PALĪGSTRĀDNIEKS,Būvniecība / Nekustamais īpašums,740.000,740.000,"","","",2025-08-11,"","Ozolu iela 7, Burtnieki, Burtnieku pag., Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/422053646
250530-100,2025-05-30,90000043403,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,470.000,470.000,"","","",2025-08-01,"","Skolas iela 22, Matīši, Matīšu pag., Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/416281126
250530-103,2025-06-02,90000043403,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,229.000,229.000,"","","",2025-08-01,"","Skolas iela 22, Matīši, Matīšu pag., Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/416281338
250530-101,2025-06-02,90000043403,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,564.000,564.000,"","","",2025-08-01,"","Skolas iela 22, Matīši, Matīšu pag., Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/416281255
250722-147,2025-07-22,90009620223,PROFESIONĀLĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1210.000,1210.000,Nepilna slodze,Normālais darba laiks,"",2025-08-08,"","Jaunceltnes iela 21, Aizkraukle, Aizkraukles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421324857
250722-167,2025-07-22,90009620223,VISPĀRĒJĀS VIDĒJĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1210.000,1210.000,Nepilna slodze,"","",2025-08-08,"","Jaunceltnes iela 21, Aizkraukle, Aizkraukles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421335229
250722-191,2025-07-22,90009620223,PROFESIONĀLĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1210.000,1210.000,Nepilna slodze,Normālais darba laiks,"",2025-08-08,"","Jaunceltnes iela 21, Aizkraukle, Aizkraukles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421345952
250722-196,2025-07-22,90009620223,PROFESIONĀLĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1210.000,1210.000,Nepilna slodze,Normālais darba laiks,"",2025-08-08,"","Jaunceltnes iela 21, Aizkraukle, Aizkraukles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421347547
250722-194,2025-07-22,90009620223,PROFESIONĀLĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1210.000,1210.000,Nepilna slodze,Normālais darba laiks,"",2025-08-08,"","Jaunceltnes iela 21, Aizkraukle, Aizkraukles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421346711
250722-197,2025-07-22,90009620223,VISPĀRĒJĀS VIDĒJĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1210.000,1210.000,Nepilna slodze,Normālais darba laiks,"",2025-08-08,"","Jaunceltnes iela 21, Aizkraukle, Aizkraukles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421347908
250729-105,2025-07-29,90001282471,SKAŅU OPERATORS,Kultūra / Māksla,942.000,942.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-31,"","Krišjāņa Barona iela 6, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/421909498
250513-166,2025-05-13,90001282471,Kultūras projektu VADĪTĀJS,Kultūra / Māksla,1424.000,1424.000,Viena vesela slodze,Normālais darba laiks,40,2025-07-31,"","Krišjāņa Barona iela 6, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/414541795
250704-28,2025-07-04,40900040227,PROFESIONĀLĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1410.000,1410.000,Nepilna slodze,Normālais darba laiks,"",2025-08-15,"","Baznīcas iela 34A, Rēzekne",https://cvvp.nva.gov.lv/#/pub/vakances/419753660
250704-29,2025-07-04,40900040227,PROFESIONĀLĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1410.000,1410.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-15,"","Baznīcas iela 34A, Rēzekne",https://cvvp.nva.gov.lv/#/pub/vakances/419754520
250704-30,2025-07-04,40900040227,PROFESIONĀLĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1175.000,1175.000,Nepilna slodze,Normālais darba laiks,"",2025-08-15,"","Atbrīvošanas aleja 56, Rēzekne",https://cvvp.nva.gov.lv/#/pub/vakances/419755320
250704-31,2025-07-04,40900040227,PROFESIONĀLĀS IEVIRZES IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1175.000,1175.000,Nepilna slodze,Normālais darba laiks,"",2025-08-15,"","Atbrīvošanas aleja 56, Rēzekne",https://cvvp.nva.gov.lv/#/pub/vakances/419756107
250721-144,2025-07-21,40900040227,KANCELEJAS VADĪTĀJS /PĀRVALDNIEKS /DIREKTORS,Izglītība / Zinātne,1250.000,1261.320,Viena vesela slodze,Normālais darba laiks,"",2025-08-04,"","Atbrīvošanas aleja 56, Rēzekne",https://cvvp.nva.gov.lv/#/pub/vakances/421233592
250721-150,2025-07-25,40900040227,PROJEKTA VADĪTĀJS,Izglītība / Zinātne,1250.000,1261.320,Viena vesela slodze,Normālais darba laiks,"",2025-08-01,"","Atbrīvošanas aleja 56, Rēzekne",https://cvvp.nva.gov.lv/#/pub/vakances/421235155
250721-152,2025-07-21,40900040227,SAIMNIECĪBAS STRUKTŪRVIENĪBAS VADĪTĀJS /DIREKTORS /PRIEKŠNIEKS,Izglītība / Zinātne,1640.000,1650.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-01,"","Atbrīvošanas aleja 56, Rēzekne",https://cvvp.nva.gov.lv/#/pub/vakances/421236036
250704-84,2025-07-29,40900026399,Militārais PSIHOLOGS,Valsts pārvalde,1276.000,1472.000,Viena vesela slodze,Normālais darba laiks,"",2025-07-31,"","Roņu iela 2, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/419804615
250730-105,2025-07-30,40900038627,JURISTS,Jurisprudence / Tieslietas,1340.000,1340.000,Viena vesela slodze,"","",2025-08-19,"","Liepu aleja 1, Audriņi, Audriņu pag., Rēzeknes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/422037265
250716-139,2025-07-16,40900009736,PIRMSSKOLAS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1096.000,1566.000,Viena vesela slodze,Maiņu darbs,34,2025-08-15,"","Jelgavas iela 86A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420904536
250723-110,2025-07-23,90001474921,PAMATDARBĪBAS STRUKTŪRVIENĪBAS VADĪTĀJS /DIREKTORS (VALSTS PĀRVALDES JOMĀ),Valsts pārvalde,2600.000,2600.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-07,"","Brīvības iela 72 k-1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421436928
250723-134,2025-07-23,90001474921,VECĀKAIS EKSPERTS,Valsts pārvalde,2150.000,2150.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-02,"","Brīvības iela 72 k-1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421451141
250724-17,2025-07-24,90001474921,PAMATDARBĪBAS STRUKTŪRVIENĪBAS VADĪTĀJS /DIREKTORS (VALSTS PĀRVALDES JOMĀ),Valsts pārvalde,2600.000,2600.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-15,"","Brīvības iela 72 k-1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421498093
250724-95,2025-07-24,90001474921,VALSTS SEKRETĀRA VIETNIEKA PALĪGS,Valsts pārvalde,1784.000,1784.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-03,"","Brīvības iela 72 k-1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421551795
250728-7,2025-07-28,90001474921,Informācijas tehnoloģiju projektu VADĪTĀJS,Valsts pārvalde,3450.000,3450.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-24,"","Brīvības iela 72 k-1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421729956
250627-75,2025-06-27,90000056893,JURISTS,Jurisprudence / Tieslietas,1753.000,2119.000,Viena vesela slodze,Normālais darba laiks,40,2025-07-31,"","Kadaga, Ādažu pag., Ādažu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/418968243
250721-164,2025-07-21,90002448818,INSPEKTORS,Valsts pārvalde,1311.000,1586.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-20,"","Klijānu iela 7, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421245264
250721-163,2025-07-21,90002448818,EKSPERTA PALĪGS (IEKŠLIETU JOMĀ),Veselības aprūpe / Sociālā aprūpe,1284.000,1553.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-04,"","Klijānu iela 7, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421244781
250728-40,2025-07-28,90002448818,INSPEKTORS,Valsts pārvalde,1348.000,1631.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-10,"","Pilsētas laukums 4, Kuldīga, Kuldīgas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421760105
250728-43,2025-07-28,90002448818,ĀRSTS (EKSPERTS),Valsts pārvalde,1996.000,2196.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-27,"","Klijānu iela 7, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421760535
250728-182,2025-07-28,90002448818,INSPEKTORS,Valsts pārvalde,1348.000,1631.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-10,"","Eduarda Veidenbauma iela 11, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/421826864
250616-137,2025-06-16,40900035264,ADMINISTRATORS,Izglītība / Zinātne,945.000,945.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-03,"","Brīvības iela 11, Ogre, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/418002011
250728-14,2025-07-28,40003345734,TRANSPORTLĪDZEKĻU REĢISTRATORS,Transports / Loģistika,7.720,9.380,Viena vesela slodze,Summētais darba laiks,"",2025-08-10,"","Vilkājas iela 9A, Tukums, Tukuma nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421739250
250716-9,2025-07-16,40003407396,AUDIOLOGOPĒDS,Veselības aprūpe / Sociālā aprūpe,11.000,14.320,Nepilna slodze,Summētais darba laiks,20,2025-09-30,"","Filozofu iela 69, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/420822341
250716-11,2025-07-16,40003407396,MĀKSLAS TERAPEITS,Veselības aprūpe / Sociālā aprūpe,11.890,11.890,Nepilna slodze,Summētais darba laiks,24,2025-09-30,"","Filozofu iela 69, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/420822792
250716-14,2025-07-16,40003407396,Klīniskais un veselības PSIHOLOGS,Veselības aprūpe / Sociālā aprūpe,11.040,11.040,Nepilna slodze,Summētais darba laiks,24,2025-09-30,"","Filozofu iela 69, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/420827242
250722-135,2025-07-22,40003407396,ĀRSTA PALĪGS/ FELDŠERIS,Veselības aprūpe / Sociālā aprūpe,1422.000,1422.000,Viena vesela slodze,Normālais darba laiks,40,2025-07-31,"","Filozofu iela 69, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/421318825
250728-61,2025-07-28,40003407396,ĀRSTS (STAŽIERIS),Veselības aprūpe / Sociālā aprūpe,14.170,14.170,"",Nepilnais darba laiks,8,2025-09-30,"","Filozofu iela 69, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/421772342
250728-58,2025-07-28,40003407396,VADĪTĀJS /DIREKTORS /PĀRVALDNIEKS (VESELĪBAS APRŪPES JOMĀ),Veselības aprūpe / Sociālā aprūpe,2759.000,2759.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-30,"","Filozofu iela 69, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/421771698
250728-59,2025-07-28,40003407396,PSIHIATRS,Veselības aprūpe / Sociālā aprūpe,15.320,15.320,"",Summētais darba laiks,"",2025-09-30,"","Filozofu iela 69, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/421771929
250704-198,2025-07-07,90009227961,MANTZINIS,Valsts pārvalde,1259.000,1371.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-01,"","NBS Aviācijas bāze, Rembates pag., Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/419885821
250707-134,2025-07-07,90009227961,VIRTUVES DARBINIEKS,Valsts pārvalde,912.000,982.000,Viena vesela slodze,Summētais darba laiks,"",2025-07-31,"","Jaunatnes iela 4, Lūznava, Lūznavas pag., Rēzeknes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/420061163
250707-138,2025-07-07,90009227961,PAVĀRS,Ēdināšana / Pārtikas rūpniecība,1040.000,1074.000,Viena vesela slodze,Summētais darba laiks,"",2025-07-31,"","Jaunatnes iela 4, Lūznava, Lūznavas pag., Rēzeknes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/420061862
250707-139,2025-07-07,90009227961,ĢIMENES (VISPĀRĒJĀS PRAKSES) ĀRSTS,Veselības aprūpe / Sociālā aprūpe,1847.000,3292.000,Nepilna slodze,Normālais darba laiks,40,2025-07-31,"","Jaunatnes iela 4, Lūznava, Lūznavas pag., Rēzeknes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/420062054
250521-27,2025-07-15,90009227961,VECĀKAIS PAVĀRS,Ēdināšana / Pārtikas rūpniecība,1040.000,1074.000,Viena vesela slodze,Summētais darba laiks,"",2025-08-20,"","NBS Aviācijas bāze, Rembates pag., Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/415307769
250718-162,2025-07-21,90009227961,AMBULATORĀS APRŪPES ĀRSTA PALĪGS,Valsts pārvalde,1585.000,1930.000,Viena vesela slodze,Summētais darba laiks,"",2025-08-01,"","Jaunatnes iela 4, Lūznava, Lūznavas pag., Rēzeknes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421117423
250724-149,2025-07-25,90009227961,SABIEDRISKO ATTIECĪBU SPECIĀLISTS,Valsts pārvalde,1612.000,1752.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-15,"","NBS Aviācijas bāze, Rembates pag., Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421574218
250521-40,2025-07-15,90009227961,ĢIMENES (VISPĀRĒJĀS PRAKSES) ĀRSTS,Veselības aprūpe / Sociālā aprūpe,1847.000,3292.000,"",Normālais darba laiks,"",2025-08-20,"","NBS Aviācijas bāze, Rembates pag., Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/415311778
250521-31,2025-07-15,90009227961,VIRTUVES DARBINIEKS,Ēdināšana / Pārtikas rūpniecība,912.000,982.000,Viena vesela slodze,Summētais darba laiks,"",2025-08-20,"","NBS Aviācijas bāze, Rembates pag., Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/415308379
250711-152,2025-07-11,90001474442,MĀSA/ vispārējās aprūpes MĀSA,Veselības aprūpe / Sociālā aprūpe,1110.000,1110.000,"",Maiņu darbs,"",2025-08-31,"","Jaunā Muiža, Kūku pag., Jēkabpils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/420569971
250730-32,2025-07-30,90001669956,KONCERTMEISTARS,Kultūra / Māksla,959.000,959.000,Viena vesela slodze,"","",2025-08-15,"","Brīvības iela 15, Ogre, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/422002822
250730-152,2025-07-30,90001691745,LABIEKĀRTOŠANAS STRĀDNIEKS,Valsts pārvalde,1154.000,1154.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-31,"","Stacijas iela 7, Carnikava, Carnikavas pag., Ādažu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/422064215
250611-151,2025-06-11,90001262719,PAVĀRS,Izglītība / Zinātne,950.000,950.000,Viena vesela slodze,Normālais darba laiks,40,2025-07-31,"","Meža iela 6, Salaspils, Salaspils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/417590578
250703-107,2025-07-03,40103073411,Namu PĀRVALDNIEKS,Būvniecība / Nekustamais īpašums,1800.000,2000.000,Viena vesela slodze,Normālais darba laiks,"",2025-07-31,"","Priedes 4 - 57, Silakrogs, Ropažu pag., Ropažu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/419640688
250703-112,2025-07-03,40103073411,SANTEHNIĶIS,Būvniecība / Nekustamais īpašums,1600.000,1600.000,Viena vesela slodze,Normālais darba laiks,"",2025-07-31,"","Institūta iela 30, Ulbroka, Stopiņu pag., Ropažu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/419643666
250703-113,2025-07-03,40103073411,SANTEHNIĶIS,Būvniecība / Nekustamais īpašums,1600.000,1600.000,Viena vesela slodze,Normālais darba laiks,"",2025-07-31,"","Gaujas iela 6, Vangaži, Ropažu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/419643952
250723-153,2025-07-24,90000013606,DARBA AIZSARDZĪBAS KOORDINATORS,Drošība / Glābšanas dienesti / Aizsardzība,1240.000,1240.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-08,"","Krišjāņa Valdemāra iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421466503
250711-120,2025-07-11,90009516617,ĶĪMIJAS UN FIZIKAS LABORANTS,Izglītība / Zinātne,740.000,740.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-15,"","Ventspils iela 51, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/420553071
250627-90,2025-06-27,90009563202,ASISTENTS PERSONĀM AR INVALIDITĀTI,Izglītība / Zinātne,700.000,915.000,Viena vesela slodze,Normālais darba laiks,40,2025-10-01,"","Lībiešu iela 21, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/418975887
250627-96,2025-06-27,90009563202,PIRMSSKOLAS IZGLĪTĪBAS MŪZIKAS SKOLOTĀJS,Izglītība / Zinātne,100.000,527.000,Nepilna slodze,Nepilnais darba laiks,12,2025-10-01,"","Lībiešu iela 21, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/418979750
250721-185,2025-07-21,48703000457,PARĀDA PIEDZINĒJS,Jurisprudence / Tieslietas,1350.000,1350.000,"","","",2025-08-01,"","Daugavas iela 43, Pļaviņas, Aizkraukles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421251249
250721-189,2025-07-21,48703000457,KLIENTU APKALPOŠANAS SPECIĀLISTS,Pakalpojumi,1100.000,1100.000,"","","",2025-08-01,"","Koknese, Aizkraukles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421251510
250721-192,2025-07-21,48703000457,EKONOMISTS,Pakalpojumi,1400.000,1400.000,"","","",2025-08-01,"","Koknese, Aizkraukles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421251732
250627-66,2025-06-27,90000024455,PEDAGOGS,Izglītība / Zinātne,1010.000,1010.000,Nepilna slodze,Normālais darba laiks,"",2025-07-31,"","Zinību iela 3, Ogre, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/418963450
250613-91,2025-06-13,90000024455,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1700.000,1700.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-24,"","Skolas iela 10, Ķegums, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/417821845
250617-78,2025-07-03,90000024455,SPECIĀLAIS PEDAGOGS,Izglītība / Zinātne,1175.000,1570.000,Viena vesela slodze,Normālais darba laiks,30,2025-08-25,"","Nākotnes iela 4, Ogresgals, Ogresgala pag., Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/418089409
250617-75,2025-07-03,90000024455,SOCIĀLAIS PEDAGOGS,Izglītība / Zinātne,1293.000,1293.000,Nepilna slodze,Nepilnais darba laiks,15,2025-08-25,"","Nākotnes iela 4, Ogresgals, Ogresgala pag., Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/418087543
250530-117,2025-05-30,90000024455,SKOLOTĀJS LOGOPĒDS,Izglītība / Zinātne,705.000,705.000,Nepilna slodze,Normālais darba laiks,"",2025-08-01,"","Mālkalnes prospekts 25, Ogre, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/416284644
250617-79,2025-07-03,90000024455,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1570.000,1570.000,Viena vesela slodze,Normālais darba laiks,21,2025-08-25,"","Nākotnes iela 4, Ogresgals, Ogresgala pag., Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/418091007
250530-115,2025-05-30,90000024455,PIRMSSKOLAS IZGLĪTĪBAS MŪZIKAS SKOLOTĀJS,Izglītība / Zinātne,783.000,783.000,Nepilna slodze,Normālais darba laiks,20,2025-08-01,"","Mālkalnes prospekts 25, Ogre, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/416284284
250508-231,2025-07-02,90000024455,SĀKUMIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1800.000,1800.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-18,"","Skolas iela 2, Ikšķile, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/413999424
250331-74,2025-07-02,90000024455,PEDAGOGS,Izglītība / Zinātne,1800.000,1800.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-18,"","Skolas iela 2, Ikšķile, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/410244011
250324-121,2025-07-02,90000024455,PEDAGOGS,Izglītība / Zinātne,1800.000,1800.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-18,"","Skolas iela 2, Ikšķile, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/409505876
250331-73,2025-07-02,90000024455,Izglītības un skolu PSIHOLOGS,Izglītība / Zinātne,1999.000,1999.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-18,"","Skolas iela 2, Ikšķile, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/410243458
250625-92,2025-06-25,90000024455,PEDAGOGS,Izglītība / Zinātne,1875.000,1875.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-15,"","Zinību iela 3, Ogre, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/418621560
250626-65,2025-06-26,90000024455,PEDAGOGS,Izglītība / Zinātne,1585.000,1585.000,Nepilna slodze,Normālais darba laiks,"",2025-07-31,"","Zinību iela 3, Ogre, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/418841809
250707-48,2025-07-07,90000024455,PAŠVALDĪBAS IESTĀDES VADĪTĀJA VIETNIEKS /PRIEKŠNIEKA VIETNIEKS,Valsts pārvalde,1615.000,1815.000,Viena vesela slodze,"","",2025-08-03,"","Brīvības iela 44, Ogre, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/419989274
250708-157,2025-07-08,90000024455,LIETVEDIS,Izglītība / Zinātne,648.000,648.000,Nepilna slodze,"","",2025-08-08,"","Nogāzes iela 6, Ogre, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/420193649
250711-74,2025-07-14,90000024455,PIRMSSKOLAS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1566.000,1566.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-08,"","Nogāzes iela 6, Ogre, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/420530017
250609-20,2025-07-21,90000024455,SĒTNIEKS,Pakalpojumi,740.000,740.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-22,"","Skolas iela 2, Ikšķile, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/417243632
250722-126,2025-07-22,90000024455,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1700.000,1700.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-27,"","Skolas iela 10, Ķegums, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421313758
250722-170,2025-07-22,90000024455,PIRMSSKOLAS IZGLĪTĪBAS SPORTA SKOLOTĀJS,Izglītība / Zinātne,1252.800,1252.800,Nepilna slodze,Nepilnais darba laiks,32,2025-09-01,"","Irbenāju iela 2, Ikšķile, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421336645
